index,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,p_value,bonferonni_corrected_p_value,phenotype
GO:0007219,"ENSG00000133961,ENSG00000141027,ENSG00000171720,ENSG00000177565,ENSG00000168214,ENSG00000138613,ENSG00000137845","NUMB,NCOR1,HDAC3,TBL1XR1,RBPJ,APH1B,ADAM10",biological_process,Notch signaling pathway,20,7,124,0.0196293461495,8.22469603663,iPSC
GO:0000245,"ENSG00000135250,ENSG00000182004,ENSG00000141759,ENSG00000003756,ENSG00000092208","SRPK2,SNRPE,TXNL4A,RBM5,GEMIN2",biological_process,spliceosomal complex assembly,13,5,27,0.0199846311435,8.37356044914,iPSC
GO:0030097,"ENSG00000165304,ENSG00000160199,ENSG00000165490,ENSG00000132383,ENSG00000005194","MELK,PKNOX1,C11orf82,RPA1,CIAPIN1",biological_process,hemopoiesis,13,5,85,0.0199846311435,8.37356044914,iPSC
GO:0010467,"ENSG00000166562,ENSG00000103363,ENSG00000170144,ENSG00000165819,ENSG00000140694,ENSG00000142252,ENSG00000083845,ENSG00000082898,ENSG00000138326,ENSG00000197111,ENSG00000092208,ENSG00000114503,ENSG00000064995,ENSG00000153187,ENSG00000084623,ENSG00000127989,ENSG00000123737,ENSG00000139546,ENSG00000003756,ENSG00000140988,ENSG00000141759,ENSG00000182004,ENSG00000116455,ENSG00000125351,ENSG00000112592,ENSG00000075914,ENSG00000122026,ENSG00000172053,ENSG00000115207,ENSG00000101654,ENSG00000182973,ENSG00000186141,ENSG00000118181,ENSG00000133226,ENSG00000196235,ENSG00000136937,ENSG00000141027,ENSG00000185627,ENSG00000065427,ENSG00000090861,ENSG00000095261,ENSG00000148308,ENSG00000063046,ENSG00000110619,ENSG00000125107,ENSG00000110801,ENSG00000205937,ENSG00000197905,ENSG00000221914,ENSG00000156976,ENSG00000041357,ENSG00000131469,ENSG00000124641,ENSG00000137513,ENSG00000106682,ENSG00000089157,ENSG00000140105,ENSG00000144231,ENSG00000145425,ENSG00000138668,ENSG00000189091,ENSG00000125944,ENSG00000122566,ENSG00000213246,ENSG00000160201,ENSG00000137947,ENSG00000168214,ENSG00000107371,ENSG00000169062,ENSG00000140612,ENSG00000114126,ENSG00000125686,ENSG00000169045,ENSG00000138777,ENSG00000099783,ENSG00000068878,ENSG00000092199,ENSG00000085721","SEC11C,TCEB2,HNRNPA3,METTL3,PARN,GEMIN7,RPS5,XPO1,RPS24,PCBP2,GEMIN2,NCBP2,TAF11,HNRNPU,EIF3I,MTERF,EXOSC9,TARBP2,RBM5,RPS2,TXNL4A,SNRPE,WDR77,UPF3B,TBP,EXOSC7,RPL21,QARS,GTF3C2,RNMT,CNOT10,POLR3C,RPS25,SRRM1,SUPT5H,NCBP1,NCOR1,PSMD13,KARS,AARS,PSMD5,GTF3C5,EIF4B,CARS,CNOT1,PSMD9,RNPS1,TEAD4,PPP2R2A,EIF4A2,PSMA4,RPL27,MED20,NARS2,EIF4H,RPLP0,WARS,POLR2D,RPS3A,HNRNPD,SF3B3,HNRNPR,HNRNPA2B1,SUPT4H1,U2AF1,GTF2B,RBPJ,EXOSC3,UPF3A,SEC11A,TFDP2,MED1,HNRNPH1,PPA2,HNRNPM,PSME4,HNRNPC,RRN3",biological_process,gene expression,348,78,771,0.0209246059453,8.76740989107,iPSC
GO:0006626,"ENSG00000168958,ENSG00000177034,ENSG00000025772,ENSG00000100575,ENSG00000205981,ENSG00000173171,ENSG00000156475,ENSG00000104381,ENSG00000128654","MFF,MTX3,TOMM34,TIMM9,DNAJC19,MTX1,PPP2R2B,GDAP1,MTX2",biological_process,protein targeting to mitochondrion,28,9,53,0.0223325746315,9.35734877062,iPSC
GO:0000087,"ENSG00000121621,ENSG00000149636,ENSG00000074054,ENSG00000166451,ENSG00000154839,ENSG00000138092,ENSG00000184445,ENSG00000123219,ENSG00000142945,ENSG00000082898,ENSG00000156970,ENSG00000182628,ENSG00000137807,ENSG00000142856,ENSG00000086827,ENSG00000101972,ENSG00000138778","KIF18A,DSN1,CLASP1,CENPN,SKA1,CENPO,KNTC1,CENPK,KIF2C,XPO1,BUB1B,SKA2,KIF23,ITGB3BP,ZW10,STAG2,CENPE",biological_process,M phase of mitotic cell cycle,61,17,98,0.0224986332742,9.42692734188,iPSC
GO:0048011,"ENSG00000198793,ENSG00000108946,ENSG00000118260,ENSG00000114346,ENSG00000133703,ENSG00000171720,ENSG00000143622,ENSG00000142856,ENSG00000138613,ENSG00000108270,ENSG00000135679","MTOR,PRKAR1A,CREB1,ECT2,KRAS,HDAC3,RIT1,ITGB3BP,APH1B,AATF,MDM2",biological_process,nerve growth factor receptor signaling pathway,36,11,226,0.0227465446659,9.53080221503,iPSC
GO:0043966,"ENSG00000135341,ENSG00000136504,ENSG00000152382,ENSG00000151332","MAP3K7,KAT7,TADA1,MBIP",biological_process,histone H3 acetylation,10,4,42,0.0229926724787,9.63392976859,iPSC
GO:0032508,"ENSG00000104320,ENSG00000085224,ENSG00000020922,ENSG00000197275","NBN,ATRX,MRE11A,RAD54B",biological_process,DNA duplex unwinding,10,4,20,0.0229926724787,9.63392976859,iPSC
GO:0006303,"ENSG00000253729,ENSG00000005156,ENSG00000020922,ENSG00000112130","PRKDC,LIG3,MRE11A,RNF8",biological_process,double-strand break repair via nonhomologous end joining,10,4,15,0.0229926724787,9.63392976859,iPSC
GO:0009725,"ENSG00000112972,ENSG00000128739,ENSG00000138293,ENSG00000248643","HMGCS1,SNRPN,NCOA4,RBM14-RBM4",biological_process,response to hormone stimulus,10,4,61,0.0229926724787,9.63392976859,iPSC
GO:0000381,"ENSG00000173933,ENSG00000100320,ENSG00000248643,ENSG00000003756","RBM4,RBFOX2,RBM14-RBM4,RBM5",biological_process,"regulation of alternative mRNA splicing, via spliceosome",10,4,24,0.0229926724787,9.63392976859,iPSC
GO:0006366,"ENSG00000103363,ENSG00000166200,ENSG00000006468,ENSG00000196235,ENSG00000182004,ENSG00000112592,ENSG00000160199,ENSG00000087842,ENSG00000114503,ENSG00000101654,ENSG00000064995,ENSG00000133226,ENSG00000125351,ENSG00000141027,ENSG00000205937,ENSG00000115966,ENSG00000124641,ENSG00000077809,ENSG00000144231,ENSG00000136937,ENSG00000113649,ENSG00000213246,ENSG00000160201,ENSG00000137947","TCEB2,COPS2,ETV1,SUPT5H,SNRPE,TBP,PKNOX1,PIR,NCBP2,RNMT,TAF11,SRRM1,UPF3B,NCOR1,RNPS1,ATF2,MED20,GTF2I,POLR2D,NCBP1,TCERG1,SUPT4H1,U2AF1,GTF2B",biological_process,transcription from RNA polymerase II promoter,92,24,353,0.0232297461046,9.73326361782,iPSC
GO:0048015,"ENSG00000198793,ENSG00000118260,ENSG00000011405,ENSG00000156970,ENSG00000076382,ENSG00000135679","MTOR,CREB1,PIK3C2A,BUB1B,SPAG5,MDM2",biological_process,phosphatidylinositol-mediated signaling,17,6,91,0.0241959738289,10.1381130343,iPSC
GO:0000910,"ENSG00000122545,ENSG00000114346,ENSG00000126581,ENSG00000137807,ENSG00000147439,ENSG00000133104","SEPT7,ECT2,BECN1,KIF23,BIN3,SPG20",biological_process,cytokinesis,17,6,63,0.0241959738289,10.1381130343,iPSC
GO:0034138,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,toll-like receptor 3 signaling pathway,7,3,73,0.0246658379875,10.3349861168,iPSC
GO:0051571,"ENSG00000012048,ENSG00000157212,ENSG00000088305","BRCA1,PAXIP1,DNMT3B",biological_process,positive regulation of histone H3-K4 methylation,7,3,10,0.0246658379875,10.3349861168,iPSC
GO:0002756,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,MyD88-independent toll-like receptor signaling pathway,7,3,67,0.0246658379875,10.3349861168,iPSC
GO:0007154,"ENSG00000011405,ENSG00000162627,ENSG00000089006","PIK3C2A,SNX7,SNX5",biological_process,cell communication,7,3,100,0.0246658379875,10.3349861168,iPSC
GO:0007163,"ENSG00000075711,ENSG00000074054,ENSG00000127603","DLG1,CLASP1,MACF1",biological_process,establishment or maintenance of cell polarity,7,3,24,0.0246658379875,10.3349861168,iPSC
GO:0010332,"ENSG00000141510,ENSG00000183765,ENSG00000253729","TP53,CHEK2,PRKDC",biological_process,response to gamma radiation,7,3,30,0.0246658379875,10.3349861168,iPSC
GO:0042176,"ENSG00000183765,ENSG00000082898,ENSG00000135679","CHEK2,XPO1,MDM2",biological_process,regulation of protein catabolic process,7,3,14,0.0246658379875,10.3349861168,iPSC
GO:0031047,"ENSG00000162639,ENSG00000114503,ENSG00000136937","HENMT1,NCBP2,NCBP1",biological_process,gene silencing by RNA,7,3,18,0.0246658379875,10.3349861168,iPSC
GO:0009952,"ENSG00000165588,ENSG00000121989,ENSG00000171634","OTX2,ACVR2A,BPTF",biological_process,anterior/posterior pattern specification,7,3,124,0.0246658379875,10.3349861168,iPSC
GO:0006337,"ENSG00000173473,ENSG00000137309,ENSG00000139613","SMARCC1,HMGA1,SMARCC2",biological_process,nucleosome disassembly,7,3,17,0.0246658379875,10.3349861168,iPSC
GO:0000165,"ENSG00000169398,ENSG00000135341,ENSG00000133703","PTK2,MAP3K7,KRAS",biological_process,MAPK cascade,7,3,85,0.0246658379875,10.3349861168,iPSC
GO:0032435,"ENSG00000095787,ENSG00000204463,ENSG00000079387","WAC,BAG6,SENP1",biological_process,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,7,3,17,0.0246658379875,10.3349861168,iPSC
GO:0035666,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,TRIF-dependent toll-like receptor signaling pathway,7,3,71,0.0246658379875,10.3349861168,iPSC
GO:0006887,"ENSG00000011405,ENSG00000149269,ENSG00000112685","PIK3C2A,PAK1,EXOC2",biological_process,exocytosis,7,3,70,0.0246658379875,10.3349861168,iPSC
GO:0009083,"ENSG00000196177,ENSG00000128928,ENSG00000060982","ACADSB,IVD,BCAT1",biological_process,branched-chain amino acid catabolic process,7,3,20,0.0246658379875,10.3349861168,iPSC
GO:0071777,"ENSG00000104218,ENSG00000114346,ENSG00000137807","CSPP1,ECT2,KIF23",biological_process,positive regulation of cell cycle cytokinesis,7,3,13,0.0246658379875,10.3349861168,iPSC
GO:0070301,"ENSG00000100823,ENSG00000114346,ENSG00000135679","APEX1,ECT2,MDM2",biological_process,cellular response to hydrogen peroxide,7,3,30,0.0246658379875,10.3349861168,iPSC
GO:0090200,"ENSG00000141510,ENSG00000168958,ENSG00000087470","TP53,MFF,DNM1L",biological_process,positive regulation of release of cytochrome c from mitochondria,7,3,22,0.0246658379875,10.3349861168,iPSC
GO:0006501,"ENSG00000124155,ENSG00000101464,ENSG00000136908","PIGT,PIGU,DPM2",biological_process,C-terminal protein lipidation,7,3,27,0.0246658379875,10.3349861168,iPSC
GO:0007010,"ENSG00000158427,ENSG00000140416,ENSG00000141380,ENSG00000163069,ENSG00000161813,ENSG00000171634,ENSG00000099204","TMSB15B,TPM1,SS18,SGCB,LARP4,BPTF,ABLIM1",biological_process,cytoskeleton organization,21,7,131,0.0267317387771,11.2005985476,iPSC
GO:0014070,"ENSG00000169398,ENSG00000109107,ENSG00000123983,ENSG00000102910,ENSG00000112972,ENSG00000257365,ENSG00000184674","PTK2,ALDOC,ACSL3,LONP2,HMGCS1,FNTB,GSTT1",biological_process,response to organic cyclic compound,21,7,109,0.0267317387771,11.2005985476,iPSC
GO:0007094,"ENSG00000164162,ENSG00000147601,ENSG00000130177,ENSG00000156970,ENSG00000149311,ENSG00000121101,ENSG00000141552","ANAPC10,TERF1,CDC16,BUB1B,ATM,TEX14,ANAPC11",biological_process,mitotic cell cycle spindle assembly checkpoint,21,7,30,0.0267317387771,11.2005985476,iPSC
GO:0006334,"ENSG00000204256,ENSG00000166451,ENSG00000129534,ENSG00000138092,ENSG00000048649,ENSG00000123219,ENSG00000142856,ENSG00000205531","BRD2,CENPN,MIS18BP1,CENPO,RSF1,CENPK,ITGB3BP,NAP1L4",biological_process,nucleosome assembly,25,8,162,0.0280920949568,11.7705877869,iPSC
GO:0000075,"ENSG00000110801,ENSG00000041357,ENSG00000006634,ENSG00000183765,ENSG00000020922,ENSG00000097046,ENSG00000113456,ENSG00000164162,ENSG00000092853,ENSG00000132383,ENSG00000149311,ENSG00000135679,ENSG00000185627,ENSG00000095261,ENSG00000130177,ENSG00000156970,ENSG00000049541,ENSG00000141510,ENSG00000065328,ENSG00000093009,ENSG00000141552,ENSG00000095787,ENSG00000068878","PSMD9,PSMA4,DBF4,CHEK2,MRE11A,CDC7,RAD1,ANAPC10,CLSPN,RPA1,ATM,MDM2,PSMD13,PSMD5,CDC16,BUB1B,RFC2,TP53,MCM10,CDC45,ANAPC11,WAC,PSME4",biological_process,cell cycle checkpoint,89,23,147,0.0281696229767,11.8030720272,iPSC
GO:0051276,"ENSG00000141510,ENSG00000085999,ENSG00000132383,ENSG00000020922,ENSG00000012061","TP53,RAD54L,RPA1,MRE11A,ERCC1",biological_process,chromosome organization,14,5,28,0.0296519976153,12.4241870008,iPSC
GO:0006488,"ENSG00000140650,ENSG00000136908,ENSG00000101901,ENSG00000253710,ENSG00000131459","PMM2,DPM2,ALG13,ALG11,GFPT2",biological_process,dolichol-linked oligosaccharide biosynthetic process,14,5,34,0.0296519976153,12.4241870008,iPSC
GO:0000289,"ENSG00000140694,ENSG00000182973,ENSG00000063046,ENSG00000156976,ENSG00000125107","PARN,CNOT10,EIF4B,EIF4A2,CNOT1",biological_process,nuclear-transcribed mRNA poly(A) tail shortening,14,5,32,0.0296519976153,12.4241870008,iPSC
GO:0009411,"ENSG00000141510,ENSG00000049167,ENSG00000070950,ENSG00000077721,ENSG00000129197","TP53,ERCC8,RAD18,UBE2A,RPAIN",biological_process,response to UV,14,5,44,0.0296519976153,12.4241870008,iPSC
GO:0006919,"ENSG00000099968,ENSG00000249915,ENSG00000114446,ENSG00000079387,ENSG00000147601","BCL2L13,PDCD6,IFT57,SENP1,TERF1",biological_process,activation of cysteine-type endopeptidase activity involved in apoptotic process,14,5,88,0.0296519976153,12.4241870008,iPSC
GO:0009749,"ENSG00000148737,ENSG00000169398,ENSG00000143420,ENSG00000119927,ENSG00000119782","TCF7L2,PTK2,ENSA,GPAM,FKBP1B",biological_process,response to glucose stimulus,14,5,73,0.0296519976153,12.4241870008,iPSC
GO:0051865,"ENSG00000121848,ENSG00000012048,ENSG00000077721,ENSG00000112130,ENSG00000049167","RNF115,BRCA1,UBE2A,RNF8,ERCC8",biological_process,protein autoubiquitination,14,5,34,0.0296519976153,12.4241870008,iPSC
GO:0000278,"ENSG00000121621,ENSG00000121481,ENSG00000082898,ENSG00000110801,ENSG00000041357,ENSG00000142945,ENSG00000138107,ENSG00000142731,ENSG00000049541,ENSG00000166037,ENSG00000132383,ENSG00000077380,ENSG00000164162,ENSG00000074054,ENSG00000097046,ENSG00000154839,ENSG00000137814,ENSG00000101972,ENSG00000185627,ENSG00000175203,ENSG00000095261,ENSG00000078674,ENSG00000184445,ENSG00000123219,ENSG00000130177,ENSG00000156970,ENSG00000182628,ENSG00000213066,ENSG00000142856,ENSG00000086827,ENSG00000006634,ENSG00000149636,ENSG00000166451,ENSG00000065328,ENSG00000138092,ENSG00000138778,ENSG00000114126,ENSG00000093009,ENSG00000137807,ENSG00000141552,ENSG00000183814,ENSG00000068878","KIF18A,RNF2,XPO1,PSMD9,PSMA4,KIF2C,ACTR1A,PLK4,RFC2,CEP57,RPA1,DYNC1I2,ANAPC10,CLASP1,CDC7,SKA1,HAUS2,STAG2,PSMD13,DCTN2,PSMD5,PCM1,KNTC1,CENPK,CDC16,BUB1B,SKA2,FGFR1OP,ITGB3BP,ZW10,DBF4,DSN1,CENPN,MCM10,CENPO,CENPE,TFDP2,CDC45,KIF23,ANAPC11,LIN9,PSME4",biological_process,mitotic cell cycle,178,42,352,0.0299400348751,12.5448746127,iPSC
GO:0034660,"ENSG00000136937,ENSG00000182004,ENSG00000116455,ENSG00000142252,ENSG00000092208,ENSG00000114503","NCBP1,SNRPE,WDR77,GEMIN7,GEMIN2,NCBP2",biological_process,ncRNA metabolic process,18,6,24,0.0334766492683,14.0267160434,iPSC
GO:0001666,"ENSG00000103415,ENSG00000109107,ENSG00000149269,ENSG00000073050,ENSG00000126581,ENSG00000149311,ENSG00000177674","HMOX2,ALDOC,PAK1,XRCC1,BECN1,ATM,AGTRAP",biological_process,response to hypoxia,22,7,173,0.0354363217638,14.847818819,iPSC
GO:0006446,"ENSG00000106682,ENSG00000085760,ENSG00000063046,ENSG00000075151,ENSG00000136937,ENSG00000156976,ENSG00000114503","EIF4H,MTIF2,EIF4B,EIF4G3,NCBP1,EIF4A2,NCBP2",biological_process,regulation of translational initiation,22,7,28,0.0354363217638,14.847818819,iPSC
GO:0008104,"ENSG00000141510,ENSG00000147439,ENSG00000172915,ENSG00000075711","TP53,BIN3,NBEA,DLG1",biological_process,protein localization,11,4,67,0.0359001035003,15.0421433666,iPSC
GO:0043085,"ENSG00000138613,ENSG00000204138,ENSG00000126261,ENSG00000006634","APH1B,PHACTR4,UBA2,DBF4",biological_process,positive regulation of catalytic activity,11,4,52,0.0359001035003,15.0421433666,iPSC
GO:0006810,"ENSG00000117500,ENSG00000095139,ENSG00000204463,ENSG00000205639,ENSG00000144741,ENSG00000109919,ENSG00000151012,ENSG00000112759,ENSG00000157823,ENSG00000143420,ENSG00000013306,ENSG00000119688,ENSG00000250021,ENSG00000138757,ENSG00000040341,ENSG00000158604,ENSG00000077380,ENSG00000249590,ENSG00000125454","TMED5,ARCN1,BAG6,MFSD2B,SLC25A26,MTCH2,SLC7A11,SLC29A1,AP3S2,ENSA,SLC25A39,ABCD4,C15orf38-AP3S2,G3BP2,STAU2,TMED4,DYNC1I2,RP4-539M6.19,SLC25A19",biological_process,transport,74,19,561,0.0416022588977,17.4313464782,iPSC
GO:0006954,"ENSG00000121897,ENSG00000129596,ENSG00000118785,ENSG00000126432,ENSG00000137055","LIAS,CDO1,SPP1,PRDX5,PLAA",biological_process,inflammatory response,15,5,346,0.0419376427237,17.5718723012,iPSC
GO:0000375,"ENSG00000117360,ENSG00000141759,ENSG00000189091,ENSG00000133226,ENSG00000092208","PRPF3,TXNL4A,SF3B3,SRRM1,GEMIN2",biological_process,"RNA splicing, via transesterification reactions",15,5,28,0.0419376427237,17.5718723012,iPSC
GO:0007584,"ENSG00000143420,ENSG00000198793,ENSG00000123983,ENSG00000012061,ENSG00000113161","ENSA,MTOR,ACSL3,ERCC1,HMGCR",biological_process,response to nutrient,15,5,78,0.0419376427237,17.5718723012,iPSC
GO:0050821,"ENSG00000118260,ENSG00000159256,ENSG00000198625,ENSG00000162735,ENSG00000204463","CREB1,MORC3,MDM4,PEX19,BAG6",biological_process,protein stabilization,15,5,79,0.0419376427237,17.5718723012,iPSC
GO:0016197,"ENSG00000162961,ENSG00000074319,ENSG00000136051,ENSG00000136738,ENSG00000039319","DPY30,TSG101,KIAA1033,STAM,ZFYVE16",biological_process,endosomal transport,15,5,60,0.0419376427237,17.5718723012,iPSC
GO:0007186,"ENSG00000087460,ENSG00000162604,ENSG00000152700,ENSG00000084234,ENSG00000078246","GNAS,TM2D1,SAR1B,APLP2,TULP3",biological_process,G-protein coupled receptor signaling pathway,15,5,1079,0.0419376427237,17.5718723012,iPSC
GO:0034644,"ENSG00000141510,ENSG00000048028,ENSG00000171792","TP53,USP28,RHNO1",biological_process,cellular response to UV,8,3,28,0.0422655622103,17.7092705661,iPSC
GO:0043200,"ENSG00000090861,ENSG00000129596,ENSG00000198793","AARS,CDO1,MTOR",biological_process,response to amino acid stimulus,8,3,27,0.0422655622103,17.7092705661,iPSC
GO:0008156,"ENSG00000141510,ENSG00000121892,ENSG00000147601","TP53,PDS5A,TERF1",biological_process,negative regulation of DNA replication,8,3,26,0.0422655622103,17.7092705661,iPSC
GO:0006869,"ENSG00000141447,ENSG00000164211,ENSG00000144366","OSBPL1A,STARD4,GULP1",biological_process,lipid transport,8,3,66,0.0422655622103,17.7092705661,iPSC
GO:0043968,"ENSG00000178028,ENSG00000163875,ENSG00000112983","DMAP1,MEAF6,BRD8",biological_process,histone H2A acetylation,8,3,13,0.0422655622103,17.7092705661,iPSC
GO:0042787,"ENSG00000177479,ENSG00000086758,ENSG00000135679","ARIH2,HUWE1,MDM2",biological_process,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,8,3,49,0.0422655622103,17.7092705661,iPSC
GO:0006611,"ENSG00000082898,ENSG00000136243,ENSG00000168710","XPO1,NUPL2,AHCYL1",biological_process,protein export from nucleus,8,3,28,0.0422655622103,17.7092705661,iPSC
GO:0000070,"ENSG00000086827,ENSG00000076382,ENSG00000137804","ZW10,SPAG5,NUSAP1",biological_process,mitotic sister chromatid segregation,8,3,20,0.0422655622103,17.7092705661,iPSC
GO:0032480,"ENSG00000057663,ENSG00000106052,ENSG00000197111","ATG5,TAX1BP1,PCBP2",biological_process,negative regulation of type I interferon production,8,3,34,0.0422655622103,17.7092705661,iPSC
GO:0007249,"ENSG00000197372,ENSG00000135341,ENSG00000136560","ZNF675,MAP3K7,TANK",biological_process,I-kappaB kinase/NF-kappaB cascade,8,3,50,0.0422655622103,17.7092705661,iPSC
GO:0007093,"ENSG00000086827,ENSG00000156970,ENSG00000184445","ZW10,BUB1B,KNTC1",biological_process,mitotic cell cycle checkpoint,8,3,15,0.0422655622103,17.7092705661,iPSC
GO:0035335,"ENSG00000081721,ENSG00000158161,ENSG00000132670","DUSP12,EYA3,PTPRA",biological_process,peptidyl-tyrosine dephosphorylation,8,3,58,0.0422655622103,17.7092705661,iPSC
GO:0008334,"ENSG00000136937,ENSG00000114503,ENSG00000182004","NCBP1,NCBP2,SNRPE",biological_process,histone mRNA metabolic process,8,3,12,0.0422655622103,17.7092705661,iPSC
GO:0051897,"ENSG00000148737,ENSG00000169398,ENSG00000198793","TCF7L2,PTK2,MTOR",biological_process,positive regulation of protein kinase B signaling cascade,8,3,75,0.0422655622103,17.7092705661,iPSC
GO:0006406,"ENSG00000160201,ENSG00000136937,ENSG00000125351,ENSG00000113569,ENSG00000205937,ENSG00000125676,ENSG00000114503,ENSG00000133226,ENSG00000157349","U2AF1,NCBP1,UPF3B,NUP155,RNPS1,THOC2,NCBP2,SRRM1,DDX19B",biological_process,mRNA export from nucleus,31,9,72,0.0448260169226,18.7821010906,iPSC
GO:0031124,"ENSG00000160201,ENSG00000136937,ENSG00000125351,ENSG00000205937,ENSG00000114503,ENSG00000133226","U2AF1,NCBP1,UPF3B,RNPS1,NCBP2,SRRM1",biological_process,mRNA 3'-end processing,19,6,35,0.0448501170193,18.7921990311,iPSC
GO:0006383,"ENSG00000241258,ENSG00000148308,ENSG00000115207,ENSG00000186141,ENSG00000112592,ENSG00000116747","CRCP,GTF3C5,GTF3C2,POLR3C,TBP,TROVE2",biological_process,transcription from RNA polymerase III promoter,19,6,43,0.0448501170193,18.7921990311,iPSC
GO:0000387,"ENSG00000136937,ENSG00000182004,ENSG00000116455,ENSG00000142252,ENSG00000092208,ENSG00000114503","NCBP1,SNRPE,WDR77,GEMIN7,GEMIN2,NCBP2",biological_process,spliceosomal snRNP assembly,19,6,28,0.0448501170193,18.7921990311,iPSC
GO:0000288,"ENSG00000123737,ENSG00000140694,ENSG00000063046,ENSG00000125107,ENSG00000075914,ENSG00000107371,ENSG00000182973,ENSG00000156976","EXOSC9,PARN,EIF4B,CNOT1,EXOSC7,EXOSC3,CNOT10,EIF4A2",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",27,8,65,0.0457124699602,19.1535249133,iPSC
GO:0051028,"ENSG00000082898,ENSG00000138095,ENSG00000163002,ENSG00000058804,ENSG00000169062,ENSG00000138757,ENSG00000136243","XPO1,LRPPRC,NUP35,NDC1,UPF3A,G3BP2,NUPL2",biological_process,mRNA transport,23,7,58,0.0458671613029,19.2183405859,iPSC
GO:0006511,"ENSG00000164162,ENSG00000090686,ENSG00000204463,ENSG00000177479,ENSG00000033178,ENSG00000109189,ENSG00000114374,ENSG00000110801,ENSG00000041357,ENSG00000101557,ENSG00000077254,ENSG00000135108,ENSG00000116750,ENSG00000077721,ENSG00000138592,ENSG00000048028,ENSG00000112130","ANAPC10,USP48,BAG6,ARIH2,UBA6,USP46,USP9Y,PSMD9,PSMA4,USP14,USP33,FBXO21,UCHL5,UBE2A,USP8,USP28,RNF8",biological_process,ubiquitin-dependent protein catabolic process,66,17,196,0.0474644793672,19.8876168548,iPSC
GO:0000398,"ENSG00000170144,ENSG00000164548,ENSG00000197111,ENSG00000114503,ENSG00000167978,ENSG00000153187,ENSG00000125351,ENSG00000141759,ENSG00000182004,ENSG00000138668,ENSG00000122566,ENSG00000133226,ENSG00000039123,ENSG00000003756,ENSG00000117360,ENSG00000125944,ENSG00000144231,ENSG00000205937,ENSG00000136937,ENSG00000189091,ENSG00000142252,ENSG00000160201,ENSG00000169045,ENSG00000099783,ENSG00000092199","HNRNPA3,TRA2A,PCBP2,NCBP2,SRRM2,HNRNPU,UPF3B,TXNL4A,SNRPE,HNRNPD,HNRNPA2B1,SRRM1,SKIV2L2,RBM5,PRPF3,HNRNPR,POLR2D,RNPS1,NCBP1,SF3B3,GEMIN7,U2AF1,HNRNPH1,HNRNPM,HNRNPC",biological_process,"mRNA splicing, via spliceosome",103,25,196,0.0493497541355,20.6775469828,iPSC
GO:0006352,"ENSG00000137947,ENSG00000112592,ENSG00000048649,ENSG00000085721","GTF2B,TBP,RSF1,RRN3",biological_process,"DNA-dependent transcription, initiation",12,4,46,0.0524695796618,21.9847538783,iPSC
GO:0006635,"ENSG00000117054,ENSG00000133835,ENSG00000104325,ENSG00000164751","ACADM,HSD17B4,DECR1,PEX2",biological_process,fatty acid beta-oxidation,12,4,39,0.0524695796618,21.9847538783,iPSC
GO:0006144,"ENSG00000100938,ENSG00000035687,ENSG00000156110,ENSG00000114956","GMPR2,ADSS,ADK,DGUOK",biological_process,purine nucleobase metabolic process,12,4,37,0.0524695796618,21.9847538783,iPSC
GO:0031398,"ENSG00000012048,ENSG00000157212,ENSG00000145979,ENSG00000169689","BRCA1,PAXIP1,TBC1D7,STRA13",biological_process,positive regulation of protein ubiquitination,12,4,49,0.0524695796618,21.9847538783,iPSC
GO:0017148,"ENSG00000173933,ENSG00000114416,ENSG00000116001,ENSG00000110888,ENSG00000248643","RBM4,FXR1,TIA1,CAPRIN2,RBM14-RBM4",biological_process,negative regulation of translation,16,5,35,0.0569926622886,23.8799254989,iPSC
GO:0006369,"ENSG00000160201,ENSG00000136937,ENSG00000125351,ENSG00000182004,ENSG00000205937,ENSG00000114503,ENSG00000133226","U2AF1,NCBP1,UPF3B,SNRPE,RNPS1,NCBP2,SRRM1",biological_process,termination of RNA polymerase II transcription,24,7,48,0.0581176898283,24.3513120381,iPSC
GO:0071456,"ENSG00000103363,ENSG00000198793,ENSG00000141510,ENSG00000112759,ENSG00000198625,ENSG00000135679","TCEB2,MTOR,TP53,SLC29A1,MDM4,MDM2",biological_process,cellular response to hypoxia,20,6,78,0.0584305321033,24.4823929513,iPSC
GO:0051289,"ENSG00000104325,ENSG00000109107,ENSG00000145439,ENSG00000116791,ENSG00000087470,ENSG00000095059","DECR1,ALDOC,CBR4,CRYZ,DNM1L,DHPS",biological_process,protein homotetramerization,20,6,49,0.0584305321033,24.4823929513,iPSC
GO:0034130,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,toll-like receptor 1 signaling pathway,9,3,72,0.0652678085182,27.3472117691,iPSC
